100,0.000175,3.15949963,0.1742612403
10000,0.013341,3.147802475,0.02380076545
100000,0.11624,3.140288199,0.006567620424
1000000,1.144848,3.140585887,0.002913581031
10000000,11.45641,3.141886626,0.00071941809
100,0.000161,3.218390484,0.2033360927
10000,0.013469,3.131058574,0.02086171237
100000,0.111332,3.14352494,0.007427188543
1000000,1.07644,3.141084957,0.002261651565
10000000,11.159874,3.142032001,0.0006286500399
100,0.000254,3.425863263,0.2095797187
10000,0.012003,3.139137082,0.025567979
100000,0.111181,3.140066083,0.006499104781
1000000,1.096149,3.142754687,0.003098228401
10000000,10.813155,3.141684838,0.0009448290546
100,0.000167,3.398834722,0.3011523785
10000,0.013424,3.144228145,0.01925699632
100000,0.114638,3.140389557,0.006011016277
1000000,1.110436,3.141287292,0.002303721983
10000000,10.870655,3.141669693,0.001236722192
100,0.000177,3.315281453,0.1798989932
10000,0.012595,3.144223377,0.0311489326
100000,0.111775,3.143244958,0.009566004049
1000000,1.080066,3.142682635,0.002575149058
10000000,10.829623,3.14123949,0.0006052875239
100,0.000233,3.186261463,0.1901355285
10000,0.013158,3.141651865,0.02563639939
100000,0.120426,3.143522076,0.008790347873
1000000,1.098994,3.142450119,0.001925342323
10000000,10.887643,3.141629814,0.0007656991985
100,0.000242,3.211190396,0.2304897652
10000,0.013438,3.135347389,0.02225644066
100000,0.118673,3.141903175,0.008021364869
1000000,1.079885,3.140121101,0.002114856904
10000000,10.910932,3.141552022,0.0004640858097
100,0.000167,3.293023788,0.2190251348
10000,0.013591,3.142703801,0.01538998331
100000,0.123742,3.144192154,0.006318139006
1000000,1.124025,3.14192034,0.002240550014
10000000,10.917981,3.141512836,0.0007120732897
100,0.000236,3.155887374,0.1896679454
10000,0.011432,3.140717637,0.01880705986
100000,0.118702,3.140482346,0.006986304129
1000000,1.105334,3.142090657,0.001881468779
10000000,11.121965,3.141500963,0.0006434729655
100,0.000253,3.378406386,0.2844496572
10000,0.011198,3.150347226,0.02143414553
100000,0.116841,3.146790691,0.006639033252
1000000,1.158436,3.142052635,0.002247715102
10000000,11.21177,3.141242842,0.0007157321156
100,0.000159,3.448676684,0.3258220337
10000,0.014296,3.145876666,0.01635570278
100000,0.112387,3.142232267,0.005304873247
1000000,1.144342,3.140348616,0.001899440873
10000000,13.59772,3.141735751,0.0009136297372
100,0.000837,3.195005148,0.2563131001
10000,0.017124,3.154840761,0.01924928364
100000,0.158415,3.143033728,0.008917734859
1000000,1.961167,3.141616698,0.00176110433
10000000,17.133428,3.141812324,0.0005444765404
100,0.000166,3.445688516,0.2828686791
10000,0.011295,3.137933032,0.02414470385
100000,0.122546,3.141085472,0.006144285215
1000000,1.135675,3.141380041,0.002612578532
10000000,11.244734,3.141735484,0.0005533776549
100,0.000337,3.258516829,0.3489514537
10000,0.013318,3.134339363,0.0268483659
100000,0.113598,3.140915276,0.01175596748
1000000,1.137994,3.141632957,0.002473767488
10000000,11.276997,3.141651273,0.0005023368409
100,0.000164,3.296755562,0.2744040458
10000,0.010912,3.144198929,0.02082370357
100000,0.110239,3.140884175,0.005024966534
1000000,1.127105,3.141147217,0.0008854437697
10000000,11.542609,3.141805913,0.0006833809683
100,0.000162,3.328386206,0.1442073611
10000,0.015456,3.130878957,0.01830325965
100000,0.114961,3.142712911,0.005784651812
1000000,1.100718,3.14201193,0.002726331885
10000000,11.545099,3.141707347,0.0005367063057
100,0.000221,3.580693234,0.46663308
10000,0.011277,3.148899838,0.03233391597
100000,0.111063,3.138320285,0.0107049793
1000000,1.168765,3.141031468,0.002110431138
10000000,14.543469,3.141533323,0.0004754553541
100,0.000352,3.346814537,0.2150641416
10000,0.011474,3.143293371,0.03618435486
100000,0.154543,3.140329564,0.008946623897
1000000,1.537507,3.141116675,0.002005406128
10000000,14.048793,3.141625132,0.000671793495
100,0.000203,3.340364431,0.369436813
10000,0.017977,3.152576248,0.01685749532
100000,0.135741,3.14201489,0.009460181109
1000000,1.423255,3.141660281,0.002869545013
10000000,14.685403,3.141626754,0.0008601376092
100,0.000275,3.167647447,0.2046773354
10000,0.027423,3.140164155,0.01783433115
100000,0.280556,3.144536992,0.007181657559
1000000,1.462454,3.142775559,0.002310507837
10000000,12.665759,3.14151113,0.0005158085615
100,0.000231,3.302736734,0.1605648316
10000,0.012827,3.132970439,0.01671471784
100000,0.116567,3.139503655,0.005015044182
1000000,1.204982,3.141394064,0.002434016704
10000000,12.243321,3.141775217,0.0007926652866
100,0.000183,3.182997558,0.1709037789
10000,0.010907,3.137518638,0.01910586991
100000,0.125605,3.138164871,0.007718506856
1000000,1.217834,3.142982015,0.002633429446
10000000,11.660956,3.141415137,0.0006006019204
100,0.000225,3.359838507,0.1806633643
10000,0.017449,3.152299099,0.01874981247
100000,0.118208,3.142579295,0.006938943875
1000000,1.166282,3.141699395,0.001997168437
10000000,11.630957,3.141065469,0.0005527861957
100,0.000251,3.269640156,0.2050422584
10000,0.01116,3.134820014,0.01951945513
100000,0.123773,3.143500708,0.005054166275
1000000,1.197961,3.141681188,0.001613383555
10000000,11.736201,3.141994837,0.0006427128974
100,0.000203,3.266517556,0.3494350393
10000,0.012257,3.141771367,0.02687591578
100000,0.112883,3.141300127,0.007818057183
1000000,1.154054,3.141426566,0.001620445085
10000000,11.836389,3.141490396,0.0008367049981
100,0.00018,3.18905644,0.3233750243
10000,0.013964,3.143166182,0.0211762568
100000,0.12021,3.142470999,0.004256207913
1000000,1.182512,3.141695528,0.002059743855
10000000,12.236093,3.141294133,0.0006704275452
100,0.000233,3.199919547,0.2566102391
10000,0.011,3.137479156,0.02656744887
100000,0.122047,3.141944493,0.004849372862
1000000,1.210122,3.142442744,0.002314870331
10000000,12.175591,3.141516894,0.0006250396212
100,0.000264,3.230289186,0.2288278728
10000,0.012518,3.146071602,0.02033157508
100000,0.134637,3.14336482,0.005767129107
1000000,1.22711,3.142556819,0.001517321008
10000000,12.044584,3.141529026,0.000993144653
100,0.000158,3.396815057,0.3098388489
10000,0.01114,3.143775669,0.02238235029
100000,0.137455,3.141347774,0.007477304282
1000000,1.315777,3.141906399,0.002488504388
10000000,11.627695,3.141710591,0.0006319964632
100,0.000167,3.377410681,0.2347462687
10000,0.012934,3.149586807,0.02370455848
100000,0.123266,3.138501698,0.009002387264
1000000,1.254449,3.139921717,0.001947785034
10000000,12.194593,3.141541982,0.0007795732132
100,0.000171,3.408250785,0.2524049476
10000,0.013324,3.148016474,0.02133027269
100000,0.122464,3.141979167,0.00740729257
1000000,1.163279,3.142138928,0.00179064076
10000000,11.350274,3.141394021,0.000911524461
